Company,Ticker,,,,,,,,,,,,,,,,,,,
Nvidia Corporation,NVDA,,End,1/8/21,,,,,,,,,,,,,,,,
Pinduoduo Inc,PDD,,Start,1/8/19,,,,,,,,,,,,,,,,
Netflix Inc,NFLX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,NVDA,,PDD,,NFLX,,,,,,,,,,,,,,,
,Closing Price,Volume,Closing Price,Volume,Closing Price,Volume,,,,,,,,,,,,,,
1/8/2019 16:00:00,139.83,19650429,24,3355000,320.27,15359180,,,Closing Prices,,,,,,Closing Prices,,,,,
1/9/2019 16:00:00,142.58,15431475,25.54,7322212,319.96,13343152,,,NVDA,,PDD,,NFLX,,NVDA,,PDD,,NFLX,
1/10/2019 16:00:00,145.23,13078906,26.38,4956502,324.66,13472475,,,Date,Close,Date,Close,Date,Close,Date,Volume,Date,Volume,Date,Volume
10/19/2020 16:00:00,539.91,7451714,84.15,4166828,530.72,7567506,,,10/14/2020 16:00:00,563.81,10/14/2020 16:00:00,82.66,10/14/2020 16:00:00,541.45,10/14/2020 16:00:00,6916178,10/14/2020 16:00:00,4377037,10/14/2020 16:00:00,9510081
10/20/2020 16:00:00,545.82,5730301,89.07,8803088,525.42,10047175,,,10/15/2020 16:00:00,558.8,10/15/2020 16:00:00,82.79,10/15/2020 16:00:00,541.94,10/15/2020 16:00:00,6680628,10/15/2020 16:00:00,3369633,10/15/2020 16:00:00,5113126
10/21/2020 16:00:00,540.99,5489933,90.23,6400443,489.05,17405708,,,10/16/2020 16:00:00,552.46,10/16/2020 16:00:00,84.02,10/16/2020 16:00:00,530.79,10/16/2020 16:00:00,6065990,10/16/2020 16:00:00,3644208,10/16/2020 16:00:00,6347363
10/22/2020 16:00:00,534.44,7261986,87.77,5905541,485.23,6997922,,,10/19/2020 16:00:00,539.91,10/19/2020 16:00:00,84.15,10/19/2020 16:00:00,530.72,10/19/2020 16:00:00,7451714,10/19/2020 16:00:00,4166828,10/19/2020 16:00:00,7567506
10/23/2020 16:00:00,543.61,5837107,86.91,2829657,488.28,4927862,,,10/20/2020 16:00:00,545.82,10/20/2020 16:00:00,89.07,10/20/2020 16:00:00,525.42,10/20/2020 16:00:00,5730301,10/20/2020 16:00:00,8803088,10/20/2020 16:00:00,10047175
10/26/2020 16:00:00,525.65,8422358,86.92,2594653,488.24,6186087,,,10/21/2020 16:00:00,540.99,10/21/2020 16:00:00,90.23,10/21/2020 16:00:00,489.05,10/21/2020 16:00:00,5489933,10/21/2020 16:00:00,6400443,10/21/2020 16:00:00,17405708
10/27/2020 16:00:00,535.87,6262992,90.31,3467292,488.93,3627175,,,10/22/2020 16:00:00,534.44,10/22/2020 16:00:00,87.77,10/22/2020 16:00:00,485.23,10/22/2020 16:00:00,7261986,10/22/2020 16:00:00,5905541,10/22/2020 16:00:00,6997922
10/28/2020 16:00:00,505.08,9412952,89.99,3965152,486.24,5992731,,,10/23/2020 16:00:00,543.61,10/23/2020 16:00:00,86.91,10/23/2020 16:00:00,488.28,10/23/2020 16:00:00,5837107,10/23/2020 16:00:00,2829657,10/23/2020 16:00:00,4927862
10/29/2020 16:00:00,520.96,8002046,94.12,8639552,504.21,11120689,,,10/26/2020 16:00:00,525.65,10/26/2020 16:00:00,86.92,10/26/2020 16:00:00,488.24,10/26/2020 16:00:00,8422358,10/26/2020 16:00:00,2594653,10/26/2020 16:00:00,6186087
10/30/2020 16:00:00,501.36,10434900,89.98,4870273,475.74,7813897,,,10/27/2020 16:00:00,535.87,10/27/2020 16:00:00,90.31,10/27/2020 16:00:00,488.93,10/27/2020 16:00:00,6262992,10/27/2020 16:00:00,3467292,10/27/2020 16:00:00,3627175
11/2/2020 16:00:00,503.23,7491316,91.62,4416223,484.12,4408193,,,10/28/2020 16:00:00,505.08,10/28/2020 16:00:00,89.99,10/28/2020 16:00:00,486.24,10/28/2020 16:00:00,9412952,10/28/2020 16:00:00,3965152,10/28/2020 16:00:00,5992731
11/3/2020 16:00:00,520.78,6822527,97.72,11044248,487.22,3690213,,,10/29/2020 16:00:00,520.96,10/29/2020 16:00:00,94.12,10/29/2020 16:00:00,504.21,10/29/2020 16:00:00,8002046,10/29/2020 16:00:00,8639552,10/29/2020 16:00:00,11120689
11/4/2020 16:00:00,551.77,10255732,110.26,11337363,496.95,5137330,,,10/30/2020 16:00:00,501.36,10/30/2020 16:00:00,89.98,10/30/2020 16:00:00,475.74,10/30/2020 16:00:00,10434900,10/30/2020 16:00:00,4870273,10/30/2020 16:00:00,7813897
11/5/2020 16:00:00,566.4,7975708,113.07,8605124,513.76,5372781,,,11/2/2020 16:00:00,503.23,11/2/2020 16:00:00,91.62,11/2/2020 16:00:00,484.12,11/2/2020 16:00:00,7491316,11/2/2020 16:00:00,4416223,11/2/2020 16:00:00,4408193
11/6/2020 16:00:00,582.48,9583732,114.53,4215915,514.73,4236349,,,11/3/2020 16:00:00,520.78,11/3/2020 16:00:00,97.72,11/3/2020 16:00:00,487.22,11/3/2020 16:00:00,6822527,11/3/2020 16:00:00,11044248,11/3/2020 16:00:00,3690213
11/9/2020 16:00:00,545.23,14574447,106.14,8765236,470.5,10419676,,,11/4/2020 16:00:00,551.77,11/4/2020 16:00:00,110.26,11/4/2020 16:00:00,496.95,11/4/2020 16:00:00,10255732,11/4/2020 16:00:00,11337363,11/4/2020 16:00:00,5137330
11/10/2020 16:00:00,510.8,16101680,103.09,9735870,480.24,8306142,,,11/5/2020 16:00:00,566.4,11/5/2020 16:00:00,113.07,11/5/2020 16:00:00,513.76,11/5/2020 16:00:00,7975708,11/5/2020 16:00:00,8605124,11/5/2020 16:00:00,5372781
11/11/2020 16:00:00,536.72,10118586,111.46,11958270,490.76,5460532,,,11/6/2020 16:00:00,582.48,11/6/2020 16:00:00,114.53,11/6/2020 16:00:00,514.73,11/6/2020 16:00:00,9583732,11/6/2020 16:00:00,4215915,11/6/2020 16:00:00,4236349
11/12/2020 16:00:00,538.27,9165875,134.21,32111996,486.77,5071155,,,11/9/2020 16:00:00,545.23,11/9/2020 16:00:00,106.14,11/9/2020 16:00:00,470.5,11/9/2020 16:00:00,14574447,11/9/2020 16:00:00,8765236,11/9/2020 16:00:00,10419676
11/13/2020 16:00:00,531.88,8669058,151.29,29516115,482.84,3006510,,,11/10/2020 16:00:00,510.8,11/10/2020 16:00:00,103.09,11/10/2020 16:00:00,480.24,11/10/2020 16:00:00,16101680,11/10/2020 16:00:00,9735870,11/10/2020 16:00:00,8306142
11/16/2020 16:00:00,540.61,10344370,142.03,12832347,479.1,3953563,,,11/11/2020 16:00:00,536.72,11/11/2020 16:00:00,111.46,11/11/2020 16:00:00,490.76,11/11/2020 16:00:00,10118586,11/11/2020 16:00:00,11958270,11/11/2020 16:00:00,5460532
11/17/2020 16:00:00,536.89,7800699,132.37,18008546,480.63,3698082,,,11/12/2020 16:00:00,538.27,11/12/2020 16:00:00,134.21,11/12/2020 16:00:00,486.77,11/12/2020 16:00:00,9165875,11/12/2020 16:00:00,32111996,11/12/2020 16:00:00,5071155
11/18/2020 16:00:00,537.15,12773133,132.38,19277258,481.79,3629237,,,11/13/2020 16:00:00,531.88,11/13/2020 16:00:00,151.29,11/13/2020 16:00:00,482.84,11/13/2020 16:00:00,8669058,11/13/2020 16:00:00,29516115,11/13/2020 16:00:00,3006510
11/19/2020 16:00:00,537.61,14148355,137.66,10866898,484.67,2254653,,,11/16/2020 16:00:00,540.61,11/16/2020 16:00:00,142.03,11/16/2020 16:00:00,479.1,11/16/2020 16:00:00,10344370,11/16/2020 16:00:00,12832347,11/16/2020 16:00:00,3953563
11/20/2020 16:00:00,523.51,8527245,143.55,11635463,488.24,4255924,,,11/17/2020 16:00:00,536.89,11/17/2020 16:00:00,132.37,11/17/2020 16:00:00,480.63,11/17/2020 16:00:00,7800699,11/17/2020 16:00:00,18008546,11/17/2020 16:00:00,3698082
11/23/2020 16:00:00,525.6,9033855,141.05,10989090,476.62,5416571,,,11/18/2020 16:00:00,537.15,11/18/2020 16:00:00,132.38,11/18/2020 16:00:00,481.79,11/18/2020 16:00:00,12773133,11/18/2020 16:00:00,19277258,11/18/2020 16:00:00,3629237
11/24/2020 16:00:00,518.31,8662499,143.94,7031616,482.88,3557894,,,11/19/2020 16:00:00,537.61,11/19/2020 16:00:00,137.66,11/19/2020 16:00:00,484.67,11/19/2020 16:00:00,14148355,11/19/2020 16:00:00,10866898,11/19/2020 16:00:00,2254653
11/25/2020 16:00:00,529.39,6497910,135.9,9415373,485,3598629,,,11/20/2020 16:00:00,523.51,11/20/2020 16:00:00,143.55,11/20/2020 16:00:00,488.24,11/20/2020 16:00:00,8527245,11/20/2020 16:00:00,11635463,11/20/2020 16:00:00,4255924
11/27/2020 13:00:00,530.45,4181880,144.05,6684329,491.36,2805762,,,11/23/2020 16:00:00,525.6,11/23/2020 16:00:00,141.05,11/23/2020 16:00:00,476.62,11/23/2020 16:00:00,9033855,11/23/2020 16:00:00,10989090,11/23/2020 16:00:00,5416571
11/30/2020 16:00:00,536.06,7173800,138.81,19573293,490.7,3530940,,,11/24/2020 16:00:00,518.31,11/24/2020 16:00:00,143.94,11/24/2020 16:00:00,482.88,11/24/2020 16:00:00,8662499,11/24/2020 16:00:00,7031616,11/24/2020 16:00:00,3557894
12/1/2020 16:00:00,535.6,7439282,136.54,5092413,504.58,5063234,,,11/25/2020 16:00:00,529.39,11/25/2020 16:00:00,135.9,11/25/2020 16:00:00,485,11/25/2020 16:00:00,6497910,11/25/2020 16:00:00,9415373,11/25/2020 16:00:00,3598629
12/2/2020 16:00:00,541.78,7084030,144.06,9966389,503.38,3028358,,,11/27/2020 13:00:00,530.45,11/27/2020 13:00:00,144.05,11/27/2020 13:00:00,491.36,11/27/2020 13:00:00,4181880,11/27/2020 13:00:00,6684329,11/27/2020 13:00:00,2805762
12/3/2020 16:00:00,535.84,4988016,145.16,6314129,497.52,2826116,,,11/30/2020 16:00:00,536.06,11/30/2020 16:00:00,138.81,11/30/2020 16:00:00,490.7,11/30/2020 16:00:00,7173800,11/30/2020 16:00:00,19573293,11/30/2020 16:00:00,3530940
12/4/2020 16:00:00,542.33,5056085,146.36,5729581,498.31,3666243,,,12/1/2020 16:00:00,535.6,12/1/2020 16:00:00,136.54,12/1/2020 16:00:00,504.58,12/1/2020 16:00:00,7439282,12/1/2020 16:00:00,5092413,12/1/2020 16:00:00,5063234
12/7/2020 16:00:00,544.27,5581081,146.79,6352500,515.78,4289293,,,12/2/2020 16:00:00,541.78,12/2/2020 16:00:00,144.06,12/2/2020 16:00:00,503.38,12/2/2020 16:00:00,7084030,12/2/2020 16:00:00,9966389,12/2/2020 16:00:00,3028358
12/8/2020 16:00:00,534,6798022,157.49,9912914,512.66,4228950,,,12/3/2020 16:00:00,535.84,12/3/2020 16:00:00,145.16,12/3/2020 16:00:00,497.52,12/3/2020 16:00:00,4988016,12/3/2020 16:00:00,6314129,12/3/2020 16:00:00,2826116
12/9/2020 16:00:00,517.23,10032530,147.57,11109293,493.6,4178768,,,12/4/2020 16:00:00,542.33,12/4/2020 16:00:00,146.36,12/4/2020 16:00:00,498.31,12/4/2020 16:00:00,5056085,12/4/2020 16:00:00,5729581,12/4/2020 16:00:00,3666243
12/10/2020 16:00:00,518.89,5194118,154.34,6339538,501.09,3018203,,,12/7/2020 16:00:00,544.27,12/7/2020 16:00:00,146.79,12/7/2020 16:00:00,515.78,12/7/2020 16:00:00,5581081,12/7/2020 16:00:00,6352500,12/7/2020 16:00:00,4289293
12/11/2020 16:00:00,520.53,5231641,147.65,8227533,503.22,3210928,,,12/8/2020 16:00:00,534,12/8/2020 16:00:00,157.49,12/8/2020 16:00:00,512.66,12/8/2020 16:00:00,6798022,12/8/2020 16:00:00,9912914,12/8/2020 16:00:00,4228950
12/14/2020 16:00:00,532.35,6753947,142.12,7699897,522.42,5770424,,,12/9/2020 16:00:00,517.23,12/9/2020 16:00:00,147.57,12/9/2020 16:00:00,493.6,12/9/2020 16:00:00,10032530,12/9/2020 16:00:00,11109293,12/9/2020 16:00:00,4178768
12/15/2020 16:00:00,534.42,4837148,142.03,5219470,519.78,3398209,,,12/10/2020 16:00:00,518.89,12/10/2020 16:00:00,154.34,12/10/2020 16:00:00,501.09,12/10/2020 16:00:00,5194118,12/10/2020 16:00:00,6339538,12/10/2020 16:00:00,3018203
12/16/2020 16:00:00,529.7,5577867,145.47,4248451,524.83,3682392,,,12/11/2020 16:00:00,520.53,12/11/2020 16:00:00,147.65,12/11/2020 16:00:00,503.22,12/11/2020 16:00:00,5231641,12/11/2020 16:00:00,8227533,12/11/2020 16:00:00,3210928
12/17/2020 16:00:00,533.65,5784597,149.95,5915330,532.9,3193377,,,12/14/2020 16:00:00,532.35,12/14/2020 16:00:00,142.12,12/14/2020 16:00:00,522.42,12/14/2020 16:00:00,6753947,12/14/2020 16:00:00,7699897,12/14/2020 16:00:00,5770424
12/18/2020 16:00:00,530.88,8551616,149.37,4916238,534.45,4502692,,,12/15/2020 16:00:00,534.42,12/15/2020 16:00:00,142.03,12/15/2020 16:00:00,519.78,12/15/2020 16:00:00,4837148,12/15/2020 16:00:00,5219470,12/15/2020 16:00:00,3398209
12/21/2020 16:00:00,533.29,7558304,146.87,4299854,528.91,3893964,,,12/16/2020 16:00:00,529.7,12/16/2020 16:00:00,145.47,12/16/2020 16:00:00,524.83,12/16/2020 16:00:00,5577867,12/16/2020 16:00:00,4248451,12/16/2020 16:00:00,3682392
12/22/2020 16:00:00,531.13,4657872,139.02,6044501,527.33,1908529,,,12/17/2020 16:00:00,533.65,12/17/2020 16:00:00,149.95,12/17/2020 16:00:00,532.9,12/17/2020 16:00:00,5784597,12/17/2020 16:00:00,5915330,12/17/2020 16:00:00,3193377
12/23/2020 16:00:00,520.37,4478569,140.25,5728535,514.48,2393187,,,12/18/2020 16:00:00,530.88,12/18/2020 16:00:00,149.37,12/18/2020 16:00:00,534.45,12/18/2020 16:00:00,8551616,12/18/2020 16:00:00,4916238,12/18/2020 16:00:00,4502692
12/24/2020 13:00:00,519.75,2447088,152.75,13847661,513.97,1143952,,,12/21/2020 16:00:00,533.29,12/21/2020 16:00:00,146.87,12/21/2020 16:00:00,528.91,12/21/2020 16:00:00,7558304,12/21/2020 16:00:00,4299854,12/21/2020 16:00:00,3893964
12/28/2020 16:00:00,516,5314141,143.8,7478452,519.12,2891867,,,12/22/2020 16:00:00,531.13,12/22/2020 16:00:00,139.02,12/22/2020 16:00:00,527.33,12/22/2020 16:00:00,4657872,12/22/2020 16:00:00,6044501,12/22/2020 16:00:00,1908529
12/29/2020 16:00:00,517.73,4259304,166.19,25217318,530.87,4022358,,,12/23/2020 16:00:00,520.37,12/23/2020 16:00:00,140.25,12/23/2020 16:00:00,514.48,12/23/2020 16:00:00,4478569,12/23/2020 16:00:00,5728535,12/23/2020 16:00:00,2393187
12/30/2020 16:00:00,525.83,5634929,179.11,23332010,524.59,1876286,,,12/24/2020 13:00:00,519.75,12/24/2020 13:00:00,152.75,12/24/2020 13:00:00,513.97,12/24/2020 13:00:00,2447088,12/24/2020 13:00:00,13847661,12/24/2020 13:00:00,1143952
12/31/2020 16:00:00,522.2,4810610,177.67,12490032,540.73,5392322,,,12/28/2020 16:00:00,516,12/28/2020 16:00:00,143.8,12/28/2020 16:00:00,519.12,12/28/2020 16:00:00,5314141,12/28/2020 16:00:00,7478452,12/28/2020 16:00:00,2891867
1/4/2021 16:00:00,524.54,14016045,166.78,10987212,522.86,4444407,,,12/29/2020 16:00:00,517.73,12/29/2020 16:00:00,166.19,12/29/2020 16:00:00,530.87,12/29/2020 16:00:00,4259304,12/29/2020 16:00:00,25217318,12/29/2020 16:00:00,4022358
1/5/2021 16:00:00,536.19,8068998,187.2,16165814,520.8,3133872,,,12/30/2020 16:00:00,525.83,12/30/2020 16:00:00,179.11,12/30/2020 16:00:00,524.59,12/30/2020 16:00:00,5634929,12/30/2020 16:00:00,23332010,12/30/2020 16:00:00,1876286
1/6/2021 16:00:00,504.58,14510575,176.75,11873087,500.49,5346210,,,12/31/2020 16:00:00,522.2,12/31/2020 16:00:00,177.67,12/31/2020 16:00:00,540.73,12/31/2020 16:00:00,4810610,12/31/2020 16:00:00,12490032,12/31/2020 16:00:00,5392322
1/7/2021 16:00:00,533.76,11537037,180.12,8604167,508.89,3686448,,,1/4/2021 16:00:00,524.54,1/4/2021 16:00:00,166.78,1/4/2021 16:00:00,522.86,1/4/2021 16:00:00,14016045,1/4/2021 16:00:00,10987212,1/4/2021 16:00:00,4444407
,,,,,,,,,1/5/2021 16:00:00,536.19,1/5/2021 16:00:00,187.2,1/5/2021 16:00:00,520.8,1/5/2021 16:00:00,8068998,1/5/2021 16:00:00,16165814,1/5/2021 16:00:00,3133872
,,,,,,,,,1/6/2021 16:00:00,504.58,1/6/2021 16:00:00,176.75,1/6/2021 16:00:00,500.49,1/6/2021 16:00:00,14510575,1/6/2021 16:00:00,11873087,1/6/2021 16:00:00,5346210
,,,,,,,,,1/7/2021 16:00:00,533.76,1/7/2021 16:00:00,180.12,1/7/2021 16:00:00,508.89,1/7/2021 16:00:00,11537037,1/7/2021 16:00:00,8604167,1/7/2021 16:00:00,3686448
