Company,Ticker,,,,,,,,,,,,,,,,,,,
Nvidia Corporation,NVDA,,End,1/8/21,,,,,,,,,,,,,,,,
Pinduoduo Inc,PDD,,Start,1/8/19,,,,,,,,,,,,,,,,
Netflix Inc,NFLX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,NVDA,,PDD,,NFLX,,,,,,,,,,,,,,,
,Closing Price,Volume,Closing Price,Volume,Closing Price,Volume,,,,,,,,,,,,,,
1/8/2019 16:00:00,139.83,19650429,24,3355000,320.27,15359180,,,Closing Prices,,,,,,Closing Prices,,,,,
1/9/2019 16:00:00,142.58,15431475,25.54,7322212,319.96,13343152,,,NVDA,,PDD,,NFLX,,NVDA,,PDD,,NFLX,
1/10/2019 16:00:00,145.23,13078906,26.38,4956502,324.66,13472475,,,Date,Close,Date,Close,Date,Close,Date,Volume,Date,Volume,Date,Volume
6/13/2019 16:00:00,148.26,7702027,20.47,4121757,343.43,6209347,,,6/10/2019 16:00:00,148.43,6/10/2019 16:00:00,20.2,6/10/2019 16:00:00,352.01,6/10/2019 16:00:00,10069522,6/10/2019 16:00:00,4995147,6/10/2019 16:00:00,7810261
6/14/2019 16:00:00,144.64,9860656,20.51,2631230,339.73,5019011,,,6/11/2019 16:00:00,150.75,6/11/2019 16:00:00,20.05,6/11/2019 16:00:00,351.27,6/11/2019 16:00:00,9596751,6/11/2019 16:00:00,4035524,6/11/2019 16:00:00,5396712
6/17/2019 16:00:00,145.03,6901037,20.59,2690282,350.62,5358219,,,6/12/2019 16:00:00,146.2,6/12/2019 16:00:00,20.41,6/12/2019 16:00:00,345.56,6/12/2019 16:00:00,8972298,6/12/2019 16:00:00,4362748,6/12/2019 16:00:00,4584704
6/18/2019 16:00:00,152.88,14547950,20.89,7482878,357.12,5428542,,,6/13/2019 16:00:00,148.26,6/13/2019 16:00:00,20.47,6/13/2019 16:00:00,343.43,6/13/2019 16:00:00,7702027,6/13/2019 16:00:00,4121757,6/13/2019 16:00:00,6209347
6/19/2019 16:00:00,153.12,8291099,20.96,4221184,363.52,5667156,,,6/14/2019 16:00:00,144.64,6/14/2019 16:00:00,20.51,6/14/2019 16:00:00,339.73,6/14/2019 16:00:00,9860656,6/14/2019 16:00:00,2631230,6/14/2019 16:00:00,5019011
6/20/2019 16:00:00,154.1,8754182,20.95,6480781,365.21,5899467,,,6/17/2019 16:00:00,145.03,6/17/2019 16:00:00,20.59,6/17/2019 16:00:00,350.62,6/17/2019 16:00:00,6901037,6/17/2019 16:00:00,2690282,6/17/2019 16:00:00,5358219
6/21/2019 16:00:00,151.76,10860672,21.05,6801075,369.21,7448356,,,6/18/2019 16:00:00,152.88,6/18/2019 16:00:00,20.89,6/18/2019 16:00:00,357.12,6/18/2019 16:00:00,14547950,6/18/2019 16:00:00,7482878,6/18/2019 16:00:00,5428542
6/24/2019 16:00:00,152.66,7073718,20.75,3552327,371.04,4830240,,,6/19/2019 16:00:00,153.12,6/19/2019 16:00:00,20.96,6/19/2019 16:00:00,363.52,6/19/2019 16:00:00,8291099,6/19/2019 16:00:00,4221184,6/19/2019 16:00:00,5667156
6/25/2019 16:00:00,151.48,7796661,20.54,4833312,360.3,5750383,,,6/20/2019 16:00:00,154.1,6/20/2019 16:00:00,20.95,6/20/2019 16:00:00,365.21,6/20/2019 16:00:00,8754182,6/20/2019 16:00:00,6480781,6/20/2019 16:00:00,5899467
6/26/2019 16:00:00,159.26,14601825,20.45,6456712,362.2,3669677,,,6/21/2019 16:00:00,151.76,6/21/2019 16:00:00,21.05,6/21/2019 16:00:00,369.21,6/21/2019 16:00:00,10860672,6/21/2019 16:00:00,6801075,6/21/2019 16:00:00,7448356
6/27/2019 16:00:00,163.23,11136038,20.76,4537544,370.02,4138575,,,6/24/2019 16:00:00,152.66,6/24/2019 16:00:00,20.75,6/24/2019 16:00:00,371.04,6/24/2019 16:00:00,7073718,6/24/2019 16:00:00,3552327,6/24/2019 16:00:00,4830240
6/28/2019 16:00:00,164.23,9941659,20.63,3002421,367.32,4592706,,,6/25/2019 16:00:00,151.48,6/25/2019 16:00:00,20.54,6/25/2019 16:00:00,360.3,6/25/2019 16:00:00,7796661,6/25/2019 16:00:00,4833312,6/25/2019 16:00:00,5750383
7/1/2019 16:00:00,166.17,17788327,20.64,7599563,374.6,5001518,,,6/26/2019 16:00:00,159.26,6/26/2019 16:00:00,20.45,6/26/2019 16:00:00,362.2,6/26/2019 16:00:00,14601825,6/26/2019 16:00:00,6456712,6/26/2019 16:00:00,3669677
7/2/2019 16:00:00,162.23,10005688,20.31,6493908,375.43,3628962,,,6/27/2019 16:00:00,163.23,6/27/2019 16:00:00,20.76,6/27/2019 16:00:00,370.02,6/27/2019 16:00:00,11136038,6/27/2019 16:00:00,4537544,6/27/2019 16:00:00,4138575
7/3/2019 13:00:00,162.75,6165856,20.09,3357592,381.72,3799009,,,6/28/2019 16:00:00,164.23,6/28/2019 16:00:00,20.63,6/28/2019 16:00:00,367.32,6/28/2019 16:00:00,9941659,6/28/2019 16:00:00,3002421,6/28/2019 16:00:00,4592706
7/5/2019 16:00:00,160.23,9913847,20.29,4300868,380.55,3732162,,,7/1/2019 16:00:00,166.17,7/1/2019 16:00:00,20.64,7/1/2019 16:00:00,374.6,7/1/2019 16:00:00,17788327,7/1/2019 16:00:00,7599563,7/1/2019 16:00:00,5001518
7/8/2019 16:00:00,157.21,8244669,20.04,6575886,376.16,3113402,,,7/2/2019 16:00:00,162.23,7/2/2019 16:00:00,20.31,7/2/2019 16:00:00,375.43,7/2/2019 16:00:00,10005688,7/2/2019 16:00:00,6493908,7/2/2019 16:00:00,3628962
7/9/2019 16:00:00,157.31,8571512,20.48,4211617,379.93,6932822,,,7/3/2019 13:00:00,162.75,7/3/2019 13:00:00,20.09,7/3/2019 13:00:00,381.72,7/3/2019 13:00:00,6165856,7/3/2019 13:00:00,3357592,7/3/2019 13:00:00,3799009
7/10/2019 16:00:00,160.06,11301899,19.84,9304921,381,5878790,,,7/5/2019 16:00:00,160.23,7/5/2019 16:00:00,20.29,7/5/2019 16:00:00,380.55,7/5/2019 16:00:00,9913847,7/5/2019 16:00:00,4300868,7/5/2019 16:00:00,3732162
7/11/2019 16:00:00,166.28,17063964,19.34,7464466,379.5,4336287,,,7/8/2019 16:00:00,157.21,7/8/2019 16:00:00,20.04,7/8/2019 16:00:00,376.16,7/8/2019 16:00:00,8244669,7/8/2019 16:00:00,6575886,7/8/2019 16:00:00,3113402
7/12/2019 16:00:00,167.61,12659816,19.14,4545323,373.25,6636937,,,7/9/2019 16:00:00,157.31,7/9/2019 16:00:00,20.48,7/9/2019 16:00:00,379.93,7/9/2019 16:00:00,8571512,7/9/2019 16:00:00,4211617,7/9/2019 16:00:00,6932822
7/15/2019 16:00:00,167.27,7245993,19.35,4197934,366.6,7944680,,,7/10/2019 16:00:00,160.06,7/10/2019 16:00:00,19.84,7/10/2019 16:00:00,381,7/10/2019 16:00:00,11301899,7/10/2019 16:00:00,9304921,7/10/2019 16:00:00,5878790
7/16/2019 16:00:00,167.08,8536098,20.12,9463665,365.99,5863222,,,7/11/2019 16:00:00,166.28,7/11/2019 16:00:00,19.34,7/11/2019 16:00:00,379.5,7/11/2019 16:00:00,17063964,7/11/2019 16:00:00,7464466,7/11/2019 16:00:00,4336287
7/17/2019 16:00:00,169.71,8705107,19.97,4525366,362.44,13639536,,,7/12/2019 16:00:00,167.61,7/12/2019 16:00:00,19.14,7/12/2019 16:00:00,373.25,7/12/2019 16:00:00,12659816,7/12/2019 16:00:00,4545323,7/12/2019 16:00:00,6636937
7/18/2019 16:00:00,170.18,11079474,20.19,4484211,325.21,31305899,,,7/15/2019 16:00:00,167.27,7/15/2019 16:00:00,19.35,7/15/2019 16:00:00,366.6,7/15/2019 16:00:00,7245993,7/15/2019 16:00:00,4197934,7/15/2019 16:00:00,7944680
7/19/2019 16:00:00,168.44,8622395,20.05,4629291,315.1,16302482,,,7/16/2019 16:00:00,167.08,7/16/2019 16:00:00,20.12,7/16/2019 16:00:00,365.99,7/16/2019 16:00:00,8536098,7/16/2019 16:00:00,9463665,7/16/2019 16:00:00,5863222
7/22/2019 16:00:00,171.32,7898498,20.14,3655041,310.62,17725334,,,7/17/2019 16:00:00,169.71,7/17/2019 16:00:00,19.97,7/17/2019 16:00:00,362.44,7/17/2019 16:00:00,8705107,7/17/2019 16:00:00,4525366,7/17/2019 16:00:00,13639536
7/23/2019 16:00:00,175.66,10704414,20.99,6333508,307.3,9171068,,,7/18/2019 16:00:00,170.18,7/18/2019 16:00:00,20.19,7/18/2019 16:00:00,325.21,7/18/2019 16:00:00,11079474,7/18/2019 16:00:00,4484211,7/18/2019 16:00:00,31305899
7/24/2019 16:00:00,178.66,9155937,20.93,2373091,317.94,11961818,,,7/19/2019 16:00:00,168.44,7/19/2019 16:00:00,20.05,7/19/2019 16:00:00,315.1,7/19/2019 16:00:00,8622395,7/19/2019 16:00:00,4629291,7/19/2019 16:00:00,16302482
7/25/2019 16:00:00,173.38,9817453,21.51,5780460,326.46,10798496,,,7/22/2019 16:00:00,171.32,7/22/2019 16:00:00,20.14,7/22/2019 16:00:00,310.62,7/22/2019 16:00:00,7898498,7/22/2019 16:00:00,3655041,7/22/2019 16:00:00,17725334
7/26/2019 16:00:00,175.07,6853997,21.61,4021982,335.78,10847495,,,7/23/2019 16:00:00,175.66,7/23/2019 16:00:00,20.99,7/23/2019 16:00:00,307.3,7/23/2019 16:00:00,10704414,7/23/2019 16:00:00,6333508,7/23/2019 16:00:00,9171068
7/29/2019 16:00:00,174.82,6204049,21.91,3475465,332.7,5782817,,,7/24/2019 16:00:00,178.66,7/24/2019 16:00:00,20.93,7/24/2019 16:00:00,317.94,7/24/2019 16:00:00,9155937,7/24/2019 16:00:00,2373091,7/24/2019 16:00:00,11961818
7/30/2019 16:00:00,175.45,4944261,21.95,3072654,325.93,6029320,,,7/25/2019 16:00:00,173.38,7/25/2019 16:00:00,21.51,7/25/2019 16:00:00,326.46,7/25/2019 16:00:00,9817453,7/25/2019 16:00:00,5780460,7/25/2019 16:00:00,10798496
7/31/2019 16:00:00,168.72,8985391,22.27,6055718,322.99,6259494,,,7/26/2019 16:00:00,175.07,7/26/2019 16:00:00,21.61,7/26/2019 16:00:00,335.78,7/26/2019 16:00:00,6853997,7/26/2019 16:00:00,4021982,7/26/2019 16:00:00,10847495
8/1/2019 16:00:00,164.92,10530314,22.66,11806047,319.5,6563156,,,7/29/2019 16:00:00,174.82,7/29/2019 16:00:00,21.91,7/29/2019 16:00:00,332.7,7/29/2019 16:00:00,6204049,7/29/2019 16:00:00,3475465,7/29/2019 16:00:00,5782817
8/2/2019 16:00:00,161.19,10708732,22.99,8494534,318.83,6280343,,,7/30/2019 16:00:00,175.45,7/30/2019 16:00:00,21.95,7/30/2019 16:00:00,325.93,7/30/2019 16:00:00,4944261,7/30/2019 16:00:00,3072654,7/30/2019 16:00:00,6029320
8/5/2019 16:00:00,150.79,14728936,22.17,6594143,307.63,8692485,,,7/31/2019 16:00:00,168.72,7/31/2019 16:00:00,22.27,7/31/2019 16:00:00,322.99,7/31/2019 16:00:00,8985391,7/31/2019 16:00:00,6055718,7/31/2019 16:00:00,6259494
8/6/2019 16:00:00,152.35,9031767,21.96,4438468,310.1,6179090,,,8/1/2019 16:00:00,164.92,8/1/2019 16:00:00,22.66,8/1/2019 16:00:00,319.5,8/1/2019 16:00:00,10530314,8/1/2019 16:00:00,11806047,8/1/2019 16:00:00,6563156
8/7/2019 16:00:00,153.89,9314045,22.13,4181559,304.29,9322433,,,8/2/2019 16:00:00,161.19,8/2/2019 16:00:00,22.99,8/2/2019 16:00:00,318.83,8/2/2019 16:00:00,10708732,8/2/2019 16:00:00,8494534,8/2/2019 16:00:00,6280343
8/8/2019 16:00:00,158.26,7732472,22.81,4332481,315.9,5905865,,,8/5/2019 16:00:00,150.79,8/5/2019 16:00:00,22.17,8/5/2019 16:00:00,307.63,8/5/2019 16:00:00,14728936,8/5/2019 16:00:00,6594143,8/5/2019 16:00:00,8692485
8/9/2019 16:00:00,154.18,8545418,22.6,5497002,308.93,5349059,,,8/6/2019 16:00:00,152.35,8/6/2019 16:00:00,21.96,8/6/2019 16:00:00,310.1,8/6/2019 16:00:00,9031767,8/6/2019 16:00:00,4438468,8/6/2019 16:00:00,6179090
8/12/2019 16:00:00,151.45,6980012,22.36,5578039,310.83,6531722,,,8/7/2019 16:00:00,153.89,8/7/2019 16:00:00,22.13,8/7/2019 16:00:00,304.29,8/7/2019 16:00:00,9314045,8/7/2019 16:00:00,4181559,8/7/2019 16:00:00,9322433
8/13/2019 16:00:00,156.05,9012811,23.78,7279089,312.28,5338761,,,8/8/2019 16:00:00,158.26,8/8/2019 16:00:00,22.81,8/8/2019 16:00:00,315.9,8/8/2019 16:00:00,7732472,8/8/2019 16:00:00,4332481,8/8/2019 16:00:00,5905865
8/14/2019 16:00:00,150.07,10497033,23.56,4818693,299.11,7355753,,,8/9/2019 16:00:00,154.18,8/9/2019 16:00:00,22.6,8/9/2019 16:00:00,308.93,8/9/2019 16:00:00,8545418,8/9/2019 16:00:00,5497002,8/9/2019 16:00:00,5349059
8/15/2019 16:00:00,148.77,13861551,23.87,4911419,295.76,9683384,,,8/12/2019 16:00:00,151.45,8/12/2019 16:00:00,22.36,8/12/2019 16:00:00,310.83,8/12/2019 16:00:00,6980012,8/12/2019 16:00:00,5578039,8/12/2019 16:00:00,6531722
8/16/2019 16:00:00,159.56,25384628,25.01,7496148,302.8,7090757,,,8/13/2019 16:00:00,156.05,8/13/2019 16:00:00,23.78,8/13/2019 16:00:00,312.28,8/13/2019 16:00:00,9012811,8/13/2019 16:00:00,7279089,8/13/2019 16:00:00,5338761
8/19/2019 16:00:00,170.78,20408061,25.57,7265341,309.38,4951733,,,8/14/2019 16:00:00,150.07,8/14/2019 16:00:00,23.56,8/14/2019 16:00:00,299.11,8/14/2019 16:00:00,10497033,8/14/2019 16:00:00,4818693,8/14/2019 16:00:00,7355753
8/20/2019 16:00:00,167.87,11588040,25.96,10784340,298.99,7352162,,,8/15/2019 16:00:00,148.77,8/15/2019 16:00:00,23.87,8/15/2019 16:00:00,295.76,8/15/2019 16:00:00,13861551,8/15/2019 16:00:00,4911419,8/15/2019 16:00:00,9683384
8/21/2019 16:00:00,171.23,10697773,30.11,42238412,297.81,5689746,,,8/16/2019 16:00:00,159.56,8/16/2019 16:00:00,25.01,8/16/2019 16:00:00,302.8,8/16/2019 16:00:00,25384628,8/16/2019 16:00:00,7496148,8/16/2019 16:00:00,7090757
8/22/2019 16:00:00,171.48,7593918,30.59,20527852,296.93,4977042,,,8/19/2019 16:00:00,170.78,8/19/2019 16:00:00,25.57,8/19/2019 16:00:00,309.38,8/19/2019 16:00:00,20408061,8/19/2019 16:00:00,7265341,8/19/2019 16:00:00,4951733
8/23/2019 16:00:00,162.44,14237433,29.49,11150581,291.44,6331189,,,8/20/2019 16:00:00,167.87,8/20/2019 16:00:00,25.96,8/20/2019 16:00:00,298.99,8/20/2019 16:00:00,11588040,8/20/2019 16:00:00,10784340,8/20/2019 16:00:00,7352162
8/26/2019 16:00:00,165.45,7964854,30.61,8921197,294.98,4696982,,,8/21/2019 16:00:00,171.23,8/21/2019 16:00:00,30.11,8/21/2019 16:00:00,297.81,8/21/2019 16:00:00,10697773,8/21/2019 16:00:00,42238412,8/21/2019 16:00:00,5689746
8/27/2019 16:00:00,161.8,7288739,30.87,7329734,291.03,6314559,,,8/22/2019 16:00:00,171.48,8/22/2019 16:00:00,30.59,8/22/2019 16:00:00,296.93,8/22/2019 16:00:00,7593918,8/22/2019 16:00:00,20527852,8/22/2019 16:00:00,4977042
8/28/2019 16:00:00,161.22,6395703,30.93,9671792,291.77,3958043,,,8/23/2019 16:00:00,162.44,8/23/2019 16:00:00,29.49,8/23/2019 16:00:00,291.44,8/23/2019 16:00:00,14237433,8/23/2019 16:00:00,11150581,8/23/2019 16:00:00,6331189
8/29/2019 16:00:00,167,8959326,33.61,15964578,296.78,4392532,,,8/26/2019 16:00:00,165.45,8/26/2019 16:00:00,30.61,8/26/2019 16:00:00,294.98,8/26/2019 16:00:00,7964854,8/26/2019 16:00:00,8921197,8/26/2019 16:00:00,4696982
8/30/2019 16:00:00,167.51,7272712,32.77,8084712,293.75,4447990,,,8/27/2019 16:00:00,161.8,8/27/2019 16:00:00,30.87,8/27/2019 16:00:00,291.03,8/27/2019 16:00:00,7288739,8/27/2019 16:00:00,7329734,8/27/2019 16:00:00,6314559
9/3/2019 16:00:00,164.17,7412770,33.25,7293116,289.29,3684177,,,8/28/2019 16:00:00,161.22,8/28/2019 16:00:00,30.93,8/28/2019 16:00:00,291.77,8/28/2019 16:00:00,6395703,8/28/2019 16:00:00,9671792,8/28/2019 16:00:00,3958043
9/4/2019 16:00:00,168.76,5703009,34,6748999,291.52,4653665,,,8/29/2019 16:00:00,167,8/29/2019 16:00:00,33.61,8/29/2019 16:00:00,296.78,8/29/2019 16:00:00,8959326,8/29/2019 16:00:00,15964578,8/29/2019 16:00:00,4392532
9/5/2019 16:00:00,179.74,17412125,34.87,4860269,293.25,8972356,,,8/30/2019 16:00:00,167.51,8/30/2019 16:00:00,32.77,8/30/2019 16:00:00,293.75,8/30/2019 16:00:00,7272712,8/30/2019 16:00:00,8084712,8/30/2019 16:00:00,4447990
9/6/2019 16:00:00,178.65,9424419,34.98,7478209,290.17,5166556,,,9/3/2019 16:00:00,164.17,9/3/2019 16:00:00,33.25,9/3/2019 16:00:00,289.29,9/3/2019 16:00:00,7412770,9/3/2019 16:00:00,7293116,9/3/2019 16:00:00,3684177
9/9/2019 16:00:00,180.5,10438133,34.98,5788327,294.34,8232744,,,9/4/2019 16:00:00,168.76,9/4/2019 16:00:00,34,9/4/2019 16:00:00,291.52,9/4/2019 16:00:00,5703009,9/4/2019 16:00:00,6748999,9/4/2019 16:00:00,4653665
9/10/2019 16:00:00,183.18,8820305,34.85,5620383,287.99,12320248,,,9/5/2019 16:00:00,179.74,9/5/2019 16:00:00,34.87,9/5/2019 16:00:00,293.25,9/5/2019 16:00:00,17412125,9/5/2019 16:00:00,4860269,9/5/2019 16:00:00,8972356
9/11/2019 16:00:00,184.33,9037782,36.67,6534204,288.27,7405949,,,9/6/2019 16:00:00,178.65,9/6/2019 16:00:00,34.98,9/6/2019 16:00:00,290.17,9/6/2019 16:00:00,9424419,9/6/2019 16:00:00,7478209,9/6/2019 16:00:00,5166556
9/12/2019 16:00:00,184.27,8196025,36.16,6520453,288.86,5010927,,,9/9/2019 16:00:00,180.5,9/9/2019 16:00:00,34.98,9/9/2019 16:00:00,294.34,9/9/2019 16:00:00,10438133,9/9/2019 16:00:00,5788327,9/9/2019 16:00:00,8232744
9/13/2019 16:00:00,181.94,8114787,35.9,4994110,294.15,6583124,,,9/10/2019 16:00:00,183.18,9/10/2019 16:00:00,34.85,9/10/2019 16:00:00,287.99,9/10/2019 16:00:00,8820305,9/10/2019 16:00:00,5620383,9/10/2019 16:00:00,12320248
9/16/2019 16:00:00,180.21,5795796,34.73,7215282,294.29,5307386,,,9/11/2019 16:00:00,184.33,9/11/2019 16:00:00,36.67,9/11/2019 16:00:00,288.27,9/11/2019 16:00:00,9037782,9/11/2019 16:00:00,6534204,9/11/2019 16:00:00,7405949
9/17/2019 16:00:00,181.07,5711828,35.43,5927940,298.6,4817119,,,9/12/2019 16:00:00,184.27,9/12/2019 16:00:00,36.16,9/12/2019 16:00:00,288.86,9/12/2019 16:00:00,8196025,9/12/2019 16:00:00,6520453,9/12/2019 16:00:00,5010927
9/18/2019 16:00:00,179.98,6600942,34.37,6987467,291.56,7841539,,,9/13/2019 16:00:00,181.94,9/13/2019 16:00:00,35.9,9/13/2019 16:00:00,294.15,9/13/2019 16:00:00,8114787,9/13/2019 16:00:00,4994110,9/13/2019 16:00:00,6583124
9/19/2019 16:00:00,176.94,6408569,34.62,5109777,286.6,8545761,,,9/16/2019 16:00:00,180.21,9/16/2019 16:00:00,34.73,9/16/2019 16:00:00,294.29,9/16/2019 16:00:00,5795796,9/16/2019 16:00:00,7215282,9/16/2019 16:00:00,5307386
9/20/2019 16:00:00,172.69,8931295,34.08,6618207,270.75,23954192,,,9/17/2019 16:00:00,181.07,9/17/2019 16:00:00,35.43,9/17/2019 16:00:00,298.6,9/17/2019 16:00:00,5711828,9/17/2019 16:00:00,5927940,9/17/2019 16:00:00,4817119
9/23/2019 16:00:00,174.84,6395647,33.82,5839989,265.92,13610294,,,9/18/2019 16:00:00,179.98,9/18/2019 16:00:00,34.37,9/18/2019 16:00:00,291.56,9/18/2019 16:00:00,6600942,9/18/2019 16:00:00,6987467,9/18/2019 16:00:00,7841539
9/24/2019 16:00:00,172.53,8031045,30.99,21279072,254.59,16392808,,,9/19/2019 16:00:00,176.94,9/19/2019 16:00:00,34.62,9/19/2019 16:00:00,286.6,9/19/2019 16:00:00,6408569,9/19/2019 16:00:00,5109777,9/19/2019 16:00:00,8545761
9/25/2019 16:00:00,178.23,7827672,32.25,15434711,264.75,11846748,,,9/20/2019 16:00:00,172.69,9/20/2019 16:00:00,34.08,9/20/2019 16:00:00,270.75,9/20/2019 16:00:00,8931295,9/20/2019 16:00:00,6618207,9/20/2019 16:00:00,23954192
9/26/2019 16:00:00,177.34,5945648,32.65,6859553,263.31,7696858,,,9/23/2019 16:00:00,174.84,9/23/2019 16:00:00,33.82,9/23/2019 16:00:00,265.92,9/23/2019 16:00:00,6395647,9/23/2019 16:00:00,5839989,9/23/2019 16:00:00,13610294
9/27/2019 16:00:00,171.76,9148974,31.28,15985077,263.08,7367491,,,9/24/2019 16:00:00,172.53,9/24/2019 16:00:00,30.99,9/24/2019 16:00:00,254.59,9/24/2019 16:00:00,8031045,9/24/2019 16:00:00,21279072,9/24/2019 16:00:00,16392808
9/30/2019 16:00:00,174.07,4829977,32.22,6584660,267.62,6823100,,,9/25/2019 16:00:00,178.23,9/25/2019 16:00:00,32.25,9/25/2019 16:00:00,264.75,9/25/2019 16:00:00,7827672,9/25/2019 16:00:00,15434711,9/25/2019 16:00:00,11846748
10/1/2019 16:00:00,174,9189150,32.75,4403263,269.58,8786284,,,9/26/2019 16:00:00,177.34,9/26/2019 16:00:00,32.65,9/26/2019 16:00:00,263.31,9/26/2019 16:00:00,5945648,9/26/2019 16:00:00,6859553,9/26/2019 16:00:00,7696858
10/2/2019 16:00:00,173.04,7391544,32.59,5002866,268.03,7773299,,,9/27/2019 16:00:00,171.76,9/27/2019 16:00:00,31.28,9/27/2019 16:00:00,263.08,9/27/2019 16:00:00,9148974,9/27/2019 16:00:00,15985077,9/27/2019 16:00:00,7367491
10/3/2019 16:00:00,181.31,11568265,32.95,2985464,268.15,9068810,,,9/30/2019 16:00:00,174.07,9/30/2019 16:00:00,32.22,9/30/2019 16:00:00,267.62,9/30/2019 16:00:00,4829977,9/30/2019 16:00:00,6584660,9/30/2019 16:00:00,6823100
10/4/2019 16:00:00,181.97,6699005,33.35,3457284,272.79,9992774,,,10/1/2019 16:00:00,174,10/1/2019 16:00:00,32.75,10/1/2019 16:00:00,269.58,10/1/2019 16:00:00,9189150,10/1/2019 16:00:00,4403263,10/1/2019 16:00:00,8786284
10/7/2019 16:00:00,184.33,12207839,31.67,7228267,274.46,6796811,,,10/2/2019 16:00:00,173.04,10/2/2019 16:00:00,32.59,10/2/2019 16:00:00,268.03,10/2/2019 16:00:00,7391544,10/2/2019 16:00:00,5002866,10/2/2019 16:00:00,7773299
10/8/2019 16:00:00,177.23,11233566,31.25,4794285,270.72,6302269,,,10/3/2019 16:00:00,181.31,10/3/2019 16:00:00,32.95,10/3/2019 16:00:00,268.15,10/3/2019 16:00:00,11568265,10/3/2019 16:00:00,2985464,10/3/2019 16:00:00,9068810
10/9/2019 16:00:00,180.71,7697082,31.78,3270856,267.53,6843488,,,10/4/2019 16:00:00,181.97,10/4/2019 16:00:00,33.35,10/4/2019 16:00:00,272.79,10/4/2019 16:00:00,6699005,10/4/2019 16:00:00,3457284,10/4/2019 16:00:00,9992774
10/10/2019 16:00:00,183.03,8187889,31.94,3030298,280.48,10961191,,,10/7/2019 16:00:00,184.33,10/7/2019 16:00:00,31.67,10/7/2019 16:00:00,274.46,10/7/2019 16:00:00,12207839,10/7/2019 16:00:00,7228267,10/7/2019 16:00:00,6796811
10/11/2019 16:00:00,185.99,11271668,32.86,5383090,282.93,8817301,,,10/8/2019 16:00:00,177.23,10/8/2019 16:00:00,31.25,10/8/2019 16:00:00,270.72,10/8/2019 16:00:00,11233566,10/8/2019 16:00:00,4794285,10/8/2019 16:00:00,6302269
10/14/2019 16:00:00,186.53,5258394,32.84,2815916,285.53,5543120,,,10/9/2019 16:00:00,180.71,10/9/2019 16:00:00,31.78,10/9/2019 16:00:00,267.53,10/9/2019 16:00:00,7697082,10/9/2019 16:00:00,3270856,10/9/2019 16:00:00,6843488
10/15/2019 16:00:00,196.37,16699633,33.94,5961455,284.25,7728161,,,10/10/2019 16:00:00,183.03,10/10/2019 16:00:00,31.94,10/10/2019 16:00:00,280.48,10/10/2019 16:00:00,8187889,10/10/2019 16:00:00,3030298,10/10/2019 16:00:00,10961191
10/16/2019 16:00:00,194.21,10818828,33.74,2964963,286.28,18413335,,,10/11/2019 16:00:00,185.99,10/11/2019 16:00:00,32.86,10/11/2019 16:00:00,282.93,10/11/2019 16:00:00,11271668,10/11/2019 16:00:00,5383090,10/11/2019 16:00:00,8817301
10/17/2019 16:00:00,194.29,6607924,34.2,3638869,293.35,38462343,,,10/14/2019 16:00:00,186.53,10/14/2019 16:00:00,32.84,10/14/2019 16:00:00,285.53,10/14/2019 16:00:00,5258394,10/14/2019 16:00:00,2815916,10/14/2019 16:00:00,5543120
10/18/2019 16:00:00,190.49,7690605,33.38,4600649,275.3,23449638,,,10/15/2019 16:00:00,196.37,10/15/2019 16:00:00,33.94,10/15/2019 16:00:00,284.25,10/15/2019 16:00:00,16699633,10/15/2019 16:00:00,5961455,10/15/2019 16:00:00,7728161
10/21/2019 16:00:00,196.01,6674181,34,3527931,278.05,12633959,,,10/16/2019 16:00:00,194.21,10/16/2019 16:00:00,33.74,10/16/2019 16:00:00,286.28,10/16/2019 16:00:00,10818828,10/16/2019 16:00:00,2964963,10/16/2019 16:00:00,18413335
10/22/2019 16:00:00,195.61,8434228,34.37,5342479,266.69,11865593,,,10/17/2019 16:00:00,194.29,10/17/2019 16:00:00,34.2,10/17/2019 16:00:00,293.35,10/17/2019 16:00:00,6607924,10/17/2019 16:00:00,3638869,10/17/2019 16:00:00,38462343
10/23/2019 16:00:00,195.09,7144250,35.5,4913817,271.27,7154430,,,10/18/2019 16:00:00,190.49,10/18/2019 16:00:00,33.38,10/18/2019 16:00:00,275.3,10/18/2019 16:00:00,7690605,10/18/2019 16:00:00,4600649,10/18/2019 16:00:00,23449638
10/24/2019 16:00:00,196.86,5975933,39.96,17608504,271.5,4911033,,,10/21/2019 16:00:00,196.01,10/21/2019 16:00:00,34,10/21/2019 16:00:00,278.05,10/21/2019 16:00:00,6674181,10/21/2019 16:00:00,3527931,10/21/2019 16:00:00,12633959
10/25/2019 16:00:00,204.54,10577288,40.84,13138278,276.82,4747829,,,10/22/2019 16:00:00,195.61,10/22/2019 16:00:00,34.37,10/22/2019 16:00:00,266.69,10/22/2019 16:00:00,8434228,10/22/2019 16:00:00,5342479,10/22/2019 16:00:00,11865593
